nombre;latitud;longitud;
POLICLINICO DIVINO NIÑO;-16.4341104;-71.5219477;
OFTALMO VISION PS EIRL;-16.4341104;-71.5219477;
HUGO LUMBRERAS CRUZ;-16.43457023;-71.51752936;
PISCINA OLIMPICA DE JOSE LUIS BUSTAMANTE Y RIVERO;-16.4378194;-71.5245766;
FELIX NAQUIRA VILDOSO;-16.43929297;-71.52167027;
CENTRO DE SALUD MENTAL COMUNITARIO SIMON BOLIVAR;-16.44374056;-71.51570533;
VICTOR RAUL HINOJOSA;-16.44440828;-71.51519313;
I.E. 40175 Gran Libertador Simón Bolívar;-16.444475;-71.514191;
CENTRO DE SALUD LAS ESMERALDAS;-16.45004288;-71.51231813;
HOSPITAL DE CAMANA;-15.47487068;-74.44216848;
CENTRO MEDICO SEÑOR DE LUREN CAMANA E.I.R.L.;-16.61887455;-72.70809973;
I. E. Sebastian Barranca;-16.62391114;-72.71519063;
POLICLINICO EL PACIFICO CAMANA SRL;-16.6239448;-72.7070107;
POSTA MEDICA POLICIAL CAMANA;-16.62527256;-72.71383004;
CENTRO DE SALUD MENTAL COMUNITARIO CAMANA;-16.62569754;-72.71262884;
PUESTO DE SALUD EL PUENTE;-16.58546798;-72.73605156;
II.EE. JULIO ERNESTO PORTUGAL ESCOBEDO;-16.6009259;-72.7535282;
PUESTO DE SALUD LUIS FERNANDEZ CORTEGANA - HUACAPUY;-16.60163353;-72.74978235;
EL CARDO;-16.60203229;-72.72570466;
HUACAPUY;-16.6021186;-72.7489759;
LA EUGENIA;-15.89650864;-73.1875404;
PLAZA PRINCIPAL DE SECOCHA BAJA;-15.9823806;-73.1695984;
PUESTO DE SALUD SECOCHA;-15.98266728;-73.16942415;
PUESTO DE SALUD URASQUI;-16.03055167;-73.173625;
PLAZA PRINCIPAL DE URASQUI;-16.0315646;-73.1741831;
AREQUIPA -  EP CAMANA - INPE;-16.5957601;-72.7784823;
colegio julio ernesto granda;-16.59935;-72.77504;
CENTRO DE SALUD PUCCHUN;-16.6026804;-72.77111819;
CENTRO DE SALUD SAN JOSE;-16.61956452;-72.73523808;
COLEGIO SAN JOSE;-16.6195936;-72.7357461;
SONAY;-16.49583398;-72.6025812;
CENTRO DE SALUD SAN GREGORIO;-16.57266369;-72.71509159;
COMPLEJO DEPORTIVO SAN GREGORIO;-16.572903;-72.714799;
PUESTO DE SALUD HACIENDA DEL MEDIO;-16.58404;-72.70881667;
CAMPO DEPORTIVO PESCADORES;-16.3870777;-73.2501994;
PESCADORES;-16.3876033;-73.25388437;
LOZA DEPORTIVA LA PLANCHADA;-16.4003762;-73.2217996;
LA PLANCHADA;-16.40050909;-73.22026489;
COMPLEJO DEPORTIVO MUNICIPAL DE OCOÑA ZENON OLAECHEA;-16.4346658;-73.1071326;
CENTRO DE SALUD OCOÑA;-16.43482519;-73.10560031;
PUESTO DE SALUD QUILCA;-16.7168932;-72.4250056;
PUESTO DE SALUD QUILCA;-16.71699003;-72.42586196;
JUAN PABLO VIZCARDO GUZMAN;-16.597831;-72.69856497;
I.E. Nuestra Señora De La Candelaria;-16.6017;-72.7026;
EL CARMEN-CAMANA;-16.60371903;-72.70124329;
LA PAMPA;-16.61372775;-72.69956985;
CENTRO DE SALUD LA PAMPA;-16.6137495;-72.6997766;
HOSPITAL I SAMUEL PASTOR DE CAMANA ESSALUD;-16.614413;-72.6995748;
PUESTO DE SALUD SOLIDARIDAD;-16.62158716;-72.68284528;
PUESTO DE SALUD LA PUNTA;-16.650075;-72.68377667;
POSTA MEDICA CARAVELI;-15.4341928;-74.6169402;
Complejo Deportivo Municipal Caraveli;-15.7701;-73.3645;
CENTRO DE SALUD CARAVELI;-15.77487681;-73.36849961;
POSTA MEDICA ACARI;-15.4384565;-74.6180833;
I.E. NICOLAS DE PIEROLA;-15.43919;-74.61732;
CENTRO DE SALUD ACARI;-15.45316165;-74.62286493;
ESTADIO MUNICIPAL;-16.225602;-73.615843;
POSTA MEDICA ATICO;-16.2265215;-73.6118017;
CENTRO DE SALUD ATICO;-16.22901204;-73.60683834;
II.EE. 40289 DE ATIQUIPA;-15.796083;-74.36373;
PUESTO DE SALUD ATIQUIPA;-15.79630988;-74.36378213;
PUESTO DE SALUD SANTA ROSA;-15.80824294;-74.36367362;
PLAZA DE SANTA ROSA;-15.80891;-74.36317;
PUESTO DE SALUD BELLA UNION;-15.45007926;-74.65851384;
COMPLEJO DEPORTIVO BELLA UNION;-15.45062;-74.65908;
PUESTO DE SALUD AYROCA;-15.45359853;-73.50383535;
PUESTO DE SALUD SONDOR - CARAVELI;-15.49861184;-73.61403702;
TAMBO DE SONDOR - POBLADO PAUCARAY;-15.49986;-73.613451;
COMPLEJO DEPORTIVO DE CAHUACHO;-15.502554;-73.479919;
PUESTO DE SALUD CAHUACHO;-15.50414347;-73.47877504;
P.S. CAHUACHO;-15.504247;-73.478919;
POSTA MEDICA CHALA;-15.8468141;-74.2560806;
Colegio Hortencia Pardo Macebo;-15.8574;-74.2473;
CENTRO DE SALUD CHALA;-15.86067667;-74.24662;
INSTITUCION EDUCATIVA  ARASQUI;-15.7198531;-73.8423758;
PUESTO DE SALUD CHAPARRA;-15.73876667;-73.861625;
COMPLEJO DEPORTIVO DE ACHANIZO;-15.7395127;-73.8631845;
LOZA DEPORTIVA CHÁPARRA;-15.7409416;-73.8638021;
LOCAL COMUNAL PAMPAHUARA;-15.756945;-73.8885285;
ANEXO CARAMBA;-15.7731313;-73.9272948;
PUESTO DE SALUD ACHANIZO;-15.80371833;-73.96156;
PUESTO DE SALUD MOLLEHUACA;-15.6268593;-74.03245;
PUESTO DE SALUD TOCOTA;-15.65826;-74.08988;
PUESTO DE SALUD TOCOTA;-15.6582717;-74.0897741;
PUESTO DE SALUD JAQUI;-15.47492872;-74.44204578;
II.EE SAN FRANCISCO DE ASIS;-15.47754;-74.442482;
COMPLEJO DEPORTIVO MUNICIPAL JUAN CARLOS JIMENEZ SERVELEON;-15.56976;-74.85041;
PUESTO DE SALUD LOMAS;-15.57211;-74.85363;
PUESTO DE SALUD QUICACHA;-15.625505;-73.79680333;
I.E.E. NUESTRA SEÑORA DEL PERPETUO SOCORRO 40279;-15.62586;-73.79816;
II.EE. NUESTRA SEÑORA DE FATIMA;-15.6597222;-74.5263889;
PUESTO DE SALUD YAUCA;-15.66397167;-74.530195;
PUESTO DE SALUD HUATIAPILLA;-15.93219833;-72.479875;
CENTRO MEDICO APLAO;-16.0724988;-72.4904101;
"Estadio Municipal De Aplao ""luis Perochena Tassara""";-16.0733;-72.4896;
HOSPITAL APLAO;-16.076545;-72.49043833;
I.E. 040005 Libertador Castilla;-16.0766;-72.4902;
CENTRO DE SALUD MENTAL COMUNITARIO LA REAL C.C.U.;-16.1229401;-72.4916731;
CENTRO DE SALUD LA REAL;-16.12521167;-72.493555;
CENTRO DE SALUD ANDAGUA;-15.4978889;-72.3598056;
CENTRO DE SALUD ANDAGUA;-15.49792624;-72.35984779;
I.E. Nuestra Señora Asuncion;-15.501368;-72.354669;
PUESTO DE SALUD SOPORO;-15.53408137;-72.33186287;
PUESTO DE SALUD AYO;-15.6826177;-72.27172628;
I.E JULIO ERNESTO LAZO DIAS;-15.6829972;-72.2737528;
P.S. TOLCONI;-15.1482182;-72.0730279;
PUESTO DE SALUD TOLCONI;-15.14863191;-72.07236784;
CHACHAS;-15.50025732;-72.26979705;
40352 BENJAMIN GOMEZ YANCAPALLO;-15.2861111;-72.3751944;
PUESTO DE SALUD CHILCAYMARCA;-15.28611965;-72.3757019;
PUESTO DE SALUD CHAPACOCO;-15.33845229;-72.40182352;
ANEXO OJUYO;-15.3889507;-72.0991387;
ANEXO SIWINCHA;-15.4131922;-72.1162221;
AMEXO PACHAUMA;-15.4615089;-72.1072957;
ANEXO PAMPUYO;-15.4684515;-72.1248604;
ANEXO MIÑA;-15.4924532;-72.1113871;
ANEXO UCUCHACHAS;-15.5111377;-72.0846364;
ANEXO LLANCA;-15.561142;-72.0474359;
CHOCO PUEBLO;-15.5769088;-72.1288175;
PUESTO DE SALUD CHOCO;-15.57690917;-72.1300498;
Nuestra Señora Del Rosario;-16.0938;-72.4711;
PLAZA PRINCIPAL SN MACHAGUAY;-15.6505529;-72.5055733;
COMPANIA MINERA ARES S.A.C.;-15.0349317;-72.1666313;
COMPAÑIA MINERA ARES S.A.C.;-15.0349317;-72.1666313;
I.E. Morales Daso;-15.2664;-72.3433;
CENTRO DE SALUD ORCOPAMPA;-15.26797592;-72.34374211;
PUESTO DE SALUD SAN ANTONIO;-15.68891167;-72.60497167;
I.E. PRIMARIO N°40140;-15.7131;-72.5731;
I.E. 40325 PAMPACOLCA;-15.71396;-72.57319;
CENTRO DE SALUD PAMPACOLCA;-15.71513833;-72.57735;
PUESTO DE SALUD PISCOPAMPA;-15.73932667;-72.55127667;
IE CESAR AUGUSTO DURAN LAZARTE;-15.7230233;-72.5019564;
I.E. 40330 UÑON;-15.7287103;-72.4324595;
POSTA MEDICA  CORIRE;-16.2196527;-72.4706728;
PUESTO DE SALUD EL PEDREGAL;-16.22385395;-72.45215617;
CENTRO DE SALUD CORIRE;-16.22668452;-72.47076497;
COLISEO JUAN PABLO II;-16.22750088;-72.47155953;
PUESTO DE SALUD ESCALERILLAS;-16.27267618;-72.45035003;
PUESTO DE SALUD TORAN;-16.35157866;-72.47640783;
I.E. 40336 SAGRADO CORAZON DE JESÚS;-15.6569;-72.5253;
PUESTO DE SALUD CANOCOTA;-15.55911988;-71.56146349;
CENTRO DE SALUD CHIVAY;-15.63378644;-71.59924381;
Complejo Deportivo Colcallacta;-15.63432957;-71.6021765;
COLISEO LA MONTERA;-15.6343296;-71.6021765;
LA ALAMEDA DE CHIVAY;-15.635743;-71.6019868;
PLAZA DE ARMAS DE CHIVAY;-15.6365558;-71.6022096;
POSTA MEDICA CHIVAY;-15.643773;-71.5975678;
PUESTO DE SALUD ACHOMA;-15.66127872;-71.69934307;
ANFITEATRO;-15.6627675;-71.6992231;
PUESTO DE SALUD PINCHOLLO;-15.61377167;-71.83849167;
PLAZA PRINCIPAL PINCHOLLO;-15.615118;-71.838831;
CABANACONDE;-15.61965523;-71.97558361;
IIEE CLEOTILDE ODICIO ZUÑIGA;-15.620729;-71.980374;
TAMBO DE CHICHAS;-15.40017;-71.29103;
CENTRO DE SALUD CALLALLI;-15.5055231;-71.44226742;
PLAZA ZELA;-15.505959;-71.445287;
II.EE. LUIS PONCE GARCIA;-15.505959;-71.445287;
PUESTO DE SALUD CHALHUANCA;-15.71707333;-71.31845667;
II.EE. SAN FRANSISCO DE ASIS - JACHAÑA;-14.9124461;-71.878955;
PUESTO DE SALUD JACHAÑA;-14.91449267;-71.87532229;
CENTRO DE SALUD CAYLLOMA;-15.18617579;-71.7704317;
POLICLINICO BATEAS SG NATCLAR SAC;-15.2040813;-71.8625593;
ESCUELA PRIMARIA VIRGEN DE CHAPI;-15.62546;-71.64458;
PUESTO DE SALUD COPORAQUE;-15.6255497;-71.64591144;
PLAZA PRINCIPAL;-15.6270444;-71.6456361;
HUAMBO PUEBLO - IIEE JUAN PABLO II;-15.7304196;-72.1079707;
PUESTO DE SALUD HUAMBO;-15.73184143;-72.10747059;
ANEXO CHININI;-15.7318865;-72.1089348;
I.E. CARLOS LA FUENTE LARRAURI CALLE JUNIN S/N;-15.9953664;-71.8292272;
PUESTO DE SALUD HUANCA;-16.02455833;-71.886475;
P.S. ICHUPAMPA;-15.649685;-71.686197;
ESTADIO  DE ICHUPAMPA;-15.650499;-71.686724;
PUESTO DE SALUD ICHUPAMPA;-15.65093197;-71.68484647;
ESTADIO DE LARI;-15.62296773;-71.76845258;
PUESTO DE SALUD LARI;-15.62347015;-71.76748928;
P.S. LARI;-15.623685;-71.767253;
PUESTO DE SALUD QUERQUE;-15.9315936;-72.05809427;
PUESTO DE SALUD LLUTA;-16.01506833;-72.01311933;
PLAZA UNIDAD Y TRABAJO DEL CENTRO POBLADO TAYA PASAJE 28 DE JULIOS/N;-16.0158395;-71.9276337;
PLAZA PRINCIPAL DE LLUTA;-16.01604919;-72.01553141;
PUESTO DE SALUD TAYA;-16.01903833;-71.929555;
PUESTO DE SALUD MACA;-15.64025044;-71.76873565;
CENTRO INTEGRADO MAYTA CAPAC 40390 NIVEL SECUNDARIA;-15.643941;-71.760869;
PUESTO DE SALUD MADRIGAL;-15.60751128;-71.80671118;
II.EE. COLEGIO TECNICO AGROPECUARIO MADRIGAL;-15.6105009;-71.8052954;
PUESTO DE SALUD IMATA;-15.83893;-71.09486333;
PLAZA PRINCIPAL DE DISTRITO SAN ANTONIO DE CHUCA CALLE EGASA S/N;-15.83918001;-71.09093703;
I.E. SECUNDARIA DE PILLONES PLAZA PRINCIPAL DEL ANEXO DE PILLONES;-15.8903275;-71.1707853;
PUESTO DE SALUD PILLONES;-15.97807333;-71.21512667;
LOCAL SOCIAL;-15.3123144;-71.6111028;
II EE 40393;-15.4818624;-71.474751;
PUESTO DE SALUD SANTA ROSA DE SIBAYO;-15.48788;-71.458325;
S.G. NATCLAR S.A.C.;-15.2865034;-71.7303371;
S.G. NATCLAR S.A.C.;-15.4692313;-71.9155418;
TAPAY-SAN JUAN;-15.5771713;-71.9396945;
PUNA GRANDE- PUNA CHICA;-15.5783769;-71.9440762;
BELEN-PACLLA-LLATICA-TORUÑA-YAHUAR;-15.5784528;-71.9396087;
PUESTO DE SALUD TAPAY;-15.58410449;-71.95713365;
COSÑIRHUA- MALATA-TOCALLO;-15.5849842;-71.9522687;
PLAZA CHALLUTA;-15.1435524;-71.2287287;
II EE 40321 TARUCAMARCA;-15.1797407;-71.5211996;
PUESTO DE SALUD TARUCAMARCA;-15.18112;-71.52133;
COLISEO JARTUM WASI;-15.2009101;-71.3111944;
PUESTO DE SALUD COTACOTA;-15.2147;-71.389235;
II EE  JOSE OLAYA BALANDRA 40421;-15.2284232;-71.3524524;
PUESTO DE SALUD TISCO;-15.34712833;-71.44741167;
LOCAL RANRAN;-15.5294919;-71.5515795;
CANCHA SINTETICA DE TUTI;-15.53220627;-71.54931034;
PUESTO DE SALUD TUTI;-15.53271333;-71.55107167;
PUESTO DE SALUD YANQUE;-15.64765606;-71.65861317;
LOCAL COMUNAL URINSAYA;-15.648679;-71.659315;
II.EE.SAN ANTONIO DE PADUA;-15.651392;-71.658195;
II EE JUAN VELASZO ALVARADO;-15.6522032;-71.6553963;
HOSPITAL CENTRAL DE MAJES ING. ANGEL GABRIEL CHURA GALLEGOS;-16.32091929;-72.22118986;
ASENTAMIENTO B-1;-16.32123333;-72.23843853;
PUESTO DE SALUD  B-2;-16.33641472;-72.25849961;
CENTRO DE SALUD LA COLINA;-16.34173221;-72.17435375;
I.E. Tecnico Agropecuario De La Colina;-16.34386114;-72.17776743;
campaña de salud visual;-16.3499293;-72.1855395;
Colegio San Antonio;-16.35549481;-72.18730324;
Colegio Almirante Miguel Grau;-16.35885611;-72.18918668;
CENTRO DE ATENCION PRIMARIA I EL PEDREGAL ESSALUD;-16.3589303;-72.1904807;
PARQUE LA ALAMEDA;-16.3602905;-72.1899135;
CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL;-16.36211873;-72.19036941;
FRONTIS DE LA MUNICIPALIDAD DE MAJES;-16.3624028;-72.1910494;
ODONTOSANA;-16.3624227;-72.1910749;
Colegio San Juan Bautista;-16.37601597;-72.19876137;
POSTA  MEDICA  DE CHUQUIBAMBA;-15.8403809;-72.6532936;
"Estadio ""los Estudiantes"" De Chuquibamba";-15.8405;-72.6526;
C.S. CAYARANI;-14.6713942;-72.0218671;
CENTRO DE SALUD CAYARANI;-14.67226393;-72.02119796;
PUESTO DE SALUD ARCATA;-15.04023164;-72.27416406;
P.S. ARCATA;-15.0413874;-72.2755151;
I.E. victor raul haya de la torre;-15.54775227;-72.91859009;
I.E. victor raul haya de la torre;-15.548;-72.918;
I.E PRIMARIA FRAY MARTIN DE PORRES N 40434;-15.8542531;-72.6331471;
POLICLINICO CENTURY;-15.6825;-73.06056;
P.S. EUGENIA;-15.896526;-73.187467;
IQUIPI;-15.93982886;-73.13102697;
PLAZA PRINCIPAL IQUIPI-RIO GRANDE;-15.9401358;-73.1308716;
PUESTO DE SALUD PIUCA;-16.01001667;-73.16772333;
PUESTO DE SALUD PUCUNCHO;-15.42104134;-72.67920616;
IE SAN JUAN BAUTISTA SALAMANCA;-15.50513464;-72.83421866;
IE SAN JUAN BAUTISTA DE LA SALLLE;-15.77572481;-72.87654075;
I.E. Jorge Basadre N/S Yanaquihua;-15.7768353;-72.8783432;
CENTRO MEDICO DIVINO NIÑO - MOLLENDO;-17.01152357;-72.01239577;
AMBULANCIA DIVINO NIÑO MOLLENDO;-17.01154409;-72.01243333;
PUESTO DE SALUD VILLA LOURDES;-17.012161;-72.016394;
Estadio Municipal De Mollendo;-17.01720779;-72.01277613;
HOSPITAL II MANUEL DE TORRES MUÑOZ -  MOLLENDO;-17.0194145;-72.014985;
CENTRO DE SALUD ALTO INCLAN;-17.02003443;-72.0048514;
IX MACRO REGION DE SANIDAD POLICIAL  AREQUIPA / HOSREPOL AREQUIPA/ POSTA MEDICA P;-17.0206337;-72.0171862;
CENA SAC MOLLENDO;-17.022146;-72.0154053;
SAN CAMILO 7;-16.718525;-71.88018333;
FUERZA AEREA DEL PERU;-16.7300002;-71.8808499;
PUESTO DE SALUD EL TORO;-16.98579934;-71.62817115;
PUESTO DE SALUD LA PASCANA;-16.99746745;-71.6320486;
PUESTO DE SALUD EL FISCAL;-17.0308336;-71.70724738;
PLAZA DISTRITAL DE COCACHACRA;-17.08944;-71.75996;
CENTRO DE SALUD COCACHACRA;-17.09015739;-71.76087434;
ESTADIO BENIGNO PEREZ MALAGA;-17.0903374;-71.7661325;
POSTA MEDICA CHUCARAPI;-17.0922627;-71.7740405;
CENTRO DE SALUD MENTAL COMUNITARIO COCACHACRA;-17.09242678;-71.77053217;
I.E. San Martin De Porres;-17.09314759;-71.7699817;
PLAZA SAN MARTIN;-17.0953906;-71.7709854;
COMPLEJO DEPORTIVO PLAZA SAN FRANCISCO;-17.0956117;-71.7710664;
PUESTO DE SALUD ALTO ENSENADA;-17.10759782;-71.84849396;
PUESTO DE SALUD EL ARENAL;-17.12073285;-71.7975025;
I.E. Francisco Lopez De Romaña;-17.13344962;-71.812461;
MUNICIPALIDAD DISTRITAL;-17.1441626;-71.8217464;
CENTRO DE SALUD LA CURVA;-17.14615428;-71.82430154;
I.E. 40479 Miguel Grau;-16.99928823;-72.09783737;
CENTRO DE SALUD MATARANI;-16.999742;-72.097925;
MERCADO VIRGEN DE COPACABANA;-17.0008196;-72.096405;
POSTA MEDICA MATARANI;-17.0054057;-72.1001434;
Complejo Polideportivo De Mejia;-17.100086;-71.90644622;
PUESTO DE SALUD MEJIA;-17.10025344;-71.90655986;
CRUCERO GRANDE;-17.1665536;-71.8018492;
I.E. Victor Manuel Torres Caceres;-17.16863642;-71.79067118;
COMPLEJO DEPORTIVO COLON;-17.1700711;-71.7967661;
CENTRO DE SALUD LA PUNTA;-17.17201546;-71.79437936;
POSTA MEDICA COTAHUASI;-15.2122806;-72.8901725;
CENTRO DE SALUD COTAHUASI;-15.21339402;-72.88637242;
I.E. 40167 Maria Auxiliadora;-15.2137;-72.8883;
CENTRO DE SALUD ALCA;-15.13400786;-72.76538227;
I.E. Coronel Casimiro Peralta Nro.40510;-15.1344;-72.765;
Puesto de Salud Andamarca;-15.221193;-73.005286;
PUESTO DE SALUD ANDAMARCA;-15.22119315;-73.00528579;
Plaza Principal de Charcana;-15.240668;-73.07034;
PUESTO DE SALUD CHARCANA;-15.24121572;-73.07137673;
PUESTO DE SALUD HUARCAYA;-14.75753933;-72.74175811;
IE 40542 HUARCAYA;-14.7591845;-72.7400484;
PUESTO DE SALUD HUAYNACOTAS;-15.12766518;-72.81010943;
IE CAPITAN EVARISTO AMESQUITA 40517;-15.1300318;-72.8101567;
PUESTO DE SALUD TAURISMA;-15.17498634;-72.8493917;
IE 40519 SAN JUAN BAUTISTA DE TAURISMA;-15.175;-72.85028;
PUESTO DE SALUD PAMPAMARCA;-15.12853594;-72.90454319;
Plaza principal de Pampamarca;-15.128852;-72.904693;
PUESTO DE SALUD MUNGUI;-15.18258456;-72.90561615;
Puesto de Salud Mungui;-15.182662;-72.905626;
Puesto de salud Huarhua;-15.18863219;-72.96257233;
PUESTO DE SALUD HUARHUA;-15.18872398;-72.9627118;
PUESTO DE SALUD CHURCA;-14.95154136;-72.71587361;
PUESTO DE SALUD PUYCA;-15.05981713;-72.692168;
IE SAN SANTIAGO DE PUYCA;-15.0599261;-72.689841;
IE SANTISIMA VIRGEN DE LA ASUNTA40549;-15.061;-72.692;
PUESTO DE SALUD VELINGA;-15.27404971;-73.02166803;
Puesto de Salud Velinga;-15.274281;-73.022063;
Plaza de Sayla;-15.319301;-73.222588;
PUESTO DE SALUD SAYLA;-15.31970446;-73.22249142;
PUESTO DE SALUD TAURIA;-15.35394943;-73.23232165;
 IE 40529 Victor Andres Belaunde;-15.35872;-73.2364;
PUESTO DE SALUD TOMEPAMPA;-15.17228475;-72.83012385;
PUESTO DE SALUD TORO;-15.26423642;-72.92812952;
Plaza de armas de Toro;-15.264434;-72.928704;
PUESTO DE SALUD CASPI;-15.32569214;-73.01113778;
I.E.P SIMPAPATA;-13.07681122;-74.26208338;
CENTRO DE SALUD SIMPAPATA;-13.07696536;-74.26204046;
MOLLEPATA;-13.12992682;-74.23280243;
Terminal Terrestre Los Libertadores De America;-13.134276;-74.23036;
CENTRO DE SALUD LOS LICENCIADOS;-13.14320269;-74.23119727;
MICRO RED LOS LICENCIADOS;-13.1432027;-74.2311973;
clínica dental pacifico;-13.14816365;-74.22808899;
IIEE MARISCAL CACERES;-13.14965501;-74.22383727;
CASE MUNICIPALIDAD DE HUAMANGA;-13.14983101;-74.22755373;
Case Municipalidad De Huamanga;-13.149851;-74.227728;
"CENTRO MEDICO ESPECIALIZADO ""PRENACER"" SAC";-13.15028712;-74.22523243;
SAGRADA FAMILIA;-13.15075743;-74.22563848;
EPSS DEL PILAR;-13.150905;-74.2260977;
SAMU AYACUCHO;-13.1510291;-74.22520821;
"CONSULTORIO DENTAL ""NUEVA SONRISA""";-13.1517652;-74.2275817;
"HOSPITAL REGIONAL DE AYACUCHO ""MIGUEL ANGEL MARISCAL LLERENA""";-13.15179;-74.223365;
CONSULTORIO OBSTETRICO LAS MELLIZAS;-13.15233331;-74.22355837;
POLICLINICO DE LA SOLIDARIDAD AYACUCHO;-13.15252809;-74.22343535;
GASTROMEDIC;-13.15261373;-74.22481391;
POLICLINICO LOS ANGELES DE AYACUCHO;-13.152786;-74.22469;
Ex. I.E. Guaman Poma De Ayala;-13.153746;-74.223992;
centro  medico rehabilitación física y oral ángel;-13.15422006;-74.22628376;
CLINICA EL NAZARENO;-13.15513333;-74.223415;
OPTICAS FASHION CENTER EIRL;-13.15616376;-74.22540946;
POLICLINICO SAN CRISTOBAL S. A. C.;-13.1563087;-74.2338707;
FERTIVIDA E.I.R.L.;-13.1564156;-74.22379173;
CONSULTORIO DENTAL RICARDO PALMA;-13.1566064;-74.2291815;
Dental Asamblea;-13.15709617;-74.22436876;
CLINICA DENTAL IMAGEN L& Q E.I.R.L.;-13.15712887;-74.22443181;
RADIOLOGIA ORAL Y MAXILOFACIAL;-13.15739764;-74.22508455;
CLINICA CELESTIAL;-13.15769935;-74.22355393;
CONSULTORIO OBSTETRICO SAN MIGUEL ARCANGEL;-13.1577536;-74.2233818;
Happy Dent Ayacucho;-13.1579244;-74.2223897;
"Consultorio Obstetrico ""WARMI""";-13.15800247;-74.22235442;
CONSULTORIO ODONTOLÓGICO URBANO;-13.15808454;-74.22230846;
MORRO DE ARICA;-13.15828223;-74.2340776;
VASQUEZ & MED LABORATORIO CLINICOX S.A.C.;-13.15865802;-74.21861006;
IN.PERIO CONSULTORIO ODONTOLOGICO ESPECIALIZADO;-13.15927179;-74.22787173;
BARRIOS ALTOS;-13.15966001;-74.23244555;
Atrio san Agustín;-13.15987615;-74.22497805;
San Agustin;-13.15989836;-74.22496147;
ECOGRAFIA Y DENSITOMETRIA GUILLEN;-13.16069782;-74.22789855;
POLICLINICO LA FAMILIA;-13.16115749;-74.22296329;
"CONSULTORIO DENTAL ""APAZA""";-13.162338;-74.22573132;
DENTAL ABREGÚ;-13.16266037;-74.22574471;
CENTRO DE SALUD BELEN;-13.16312329;-74.23385457;
COMISIÓN DE SALUD MENTAL DE AYACUCHO - COSMA;-13.16315397;-74.22340012;
DENTAL ABREGU;-13.1635185;-74.22528608;
DR. MIDENT;-13.16359163;-74.22526998;
CONSULTORIO DENTAL SEÑOR DE LUREN;-13.16370244;-74.22454006;
LABORATORIO DE ANÁLISIS CLÍNICO;-13.16370766;-74.22482169;
CONSULTORIO ODONTOLOGICO QUIROS;-13.1638533;-74.2232549;
POLICLINICO ESPECIALIZADO LUZ Y VIDA;-13.1638737;-74.2235641;
CLÍNICA H&S SAC;-13.1638737;-74.2235641;
ONCOLAB;-13.1638737;-74.2235641;
"SERVICIOS DE RAYOS X Y LABORATORIO CLÍNICO ""MARÍA ANGELA""";-13.1638737;-74.2235641;
CENTRO MEDICO UYARI SAC;-13.1638737;-74.2235641;
LABORATORIO DE ANÁLISIS  CLÍNICO RIVERA;-13.1638737;-74.2235641;
Consultorio Odontológico Dento Imagen;-13.1638737;-74.2235641;
CENTRO GINECOLÓGICO SIERRA MELLADO;-13.1638737;-74.2235641;
ECOGRAFIA IMÁGENES DEL QAMPI;-13.1638737;-74.2235641;
Diagnostico por Imagenes Ayacucho;-13.1638737;-74.2235641;
NUEVA ESPERANZA;-13.1638737;-74.2235641;
CLINICA SEÑAL DE VIDA E. I. R. L.;-13.1638737;-74.2235641;
CONSULTORIO MEDICO ALLIN QAMPIQ;-13.1638737;-74.2235641;
CONSULTORIO MEDICO IMÁGENES DEL QAMPI;-13.1638737;-74.2235641;
POLICLINICO MARISCAL CACERES;-13.1638737;-74.2235641;
CONSULTORIO OBSTETRICO ORIENTAME;-13.1638737;-74.2235641;
RAPIDENT;-13.1638737;-74.2235641;
"CENTRO DE HEMODIALISIS ""MARIA SALOME""";-13.1638737;-74.2235641;
LABORATORIOS BIOSALUD;-13.1638737;-74.2235641;
POLICLINICO SAN CRISTOBAL S.A.C.;-13.16407741;-74.22610952;
DERMAPIEL;-13.16477914;-74.22988769;
CONSULTORIO ODONTOLOGICO SAN JUAN DE DIOS;-13.16489227;-74.22740502;
HUASCAHURA;-13.16742936;-74.24855161;
POLICLINICO POLICIAL DE AYACUCHO;-13.16803526;-74.22945923;
SANTA ANA;-13.17161152;-74.23165859;
CENTRO DE ATENCIÓN PRIMARIA III METROPOLITANO AYACUCHO;-13.17499;-74.202935;
EMPRESA DE SALUD POLICLINICO SANTA MARIA MAGDALENA SAC;-13.1754787;-74.2261968;
RANCHA;-13.1872636;-74.26149444;
I.E.P. GENERAL TRINIDAD MORAN;-13.21802758;-74.04170467;
PUESTO DE  SALUD ACOCRO;-13.21818164;-74.04168321;
I.E.P. PAMPAMARCA;-13.24543616;-74.03202574;
PAMPAMARCA;-13.24564241;-74.03203647;
I.E.P. SECCELAMBRAS;-13.25878457;-74.07595013;
SECCELAMBRAS;-13.2589386;-74.07595013;
I.E.P. CORONEL SANTIAGO MARCELINO;-13.28442884;-74.04070779;
CENTRO DE SALUD CHONTACA;-13.28459329;-74.04071852;
I.E.P.CCOLLCCA;-13.30929105;-73.97271538;
CCOLLCCA;-13.30942417;-73.97271538;
I.E. P. MARISCAL GUILLERMO MILLER;-13.11251889;-74.10176258;
CENTRO DE SALUD ACOSVINCHOS;-13.11269391;-74.10176258;
I.E. URPAY;-13.14164825;-74.08137685;
URPAY;-13.14182325;-74.08137685;
